HINT	ANSWER	ISNAME	TYPEIN
Западнославянские языки	Славянская группа<br>Балтославянская ветвь<br>Индоевропейская семья	N	r:^(СЛАВЯНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])(БАЛТОСЛАВЯНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ]))?ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Южнославянские языки	Славянская группа<br>Балтославянская ветвь<br>Индоевропейская семья	N	r:^(СЛАВЯНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])(БАЛТОСЛАВЯНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ]))?ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Фризские языки	Западногерманская группа<br>Германская ветвь<br>Индоевропейская семья	N	r:^(ЗАПАДНОГЕРМАНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ГЕРМАНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Романские языки	Латино-фалискская группа<br>Италийская ветвь<br>Индоевропейская семья	N	r:^((ЛАТИНОФАЛИСКСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ]))?ИТАЛИЙСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Эстонские языки	Прибалтийско-финская группа<br>Финно-угорская ветвь<br>Уральская семья	N	r:^(ПРИБАЛТИЙСКОФИНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ФИННОУГОРСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])УРАЛЬСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Карельские языки	Прибалтийско-финская группа<br>Финно-угорская ветвь<br>Уральская семья	N	r:^(ПРИБАЛТИЙСКОФИНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ФИННОУГОРСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])УРАЛЬСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Хантыйские языки	Угорская группа<br>Финно-угорская ветвь<br>Уральская семья	N	r:^(УГОРСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ФИННОУГОРСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])УРАЛЬСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Мансийские языки	Угорская группа<br>Финно-угорская ветвь<br>Уральская семья	N	r:^(УГОРСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ФИННОУГОРСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])УРАЛЬСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Селькупские языки	Самодийская ветвь<br>Уральская семья	N	r:^(САМОДИЙСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])УРАЛЬСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Китайские языки	Сино-тибетская семья	N	r:^(СИНОТИБЕТСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Иранская группа	Индоиранская ветвь<br>Индоевропейская семья	N	r:^(ИНДОИРАНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Индоарийская группа	Индоиранская ветвь<br>Индоевропейская семья	N	r:^(ИНДОИРАНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Нуристанская группа	Индоиранская ветвь<br>Индоевропейская семья	N	r:^(ИНДОИРАНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Славянская группа	Балтославянская ветвь<br>Индоевропейская семья	N	r:^((БАЛТОСЛАВЯНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ]))?ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Балтийская группа	Балтославянская ветвь<br>Индоевропейская семья	N	r:^((БАЛТОСЛАВЯНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ]))?ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Западногерманская группа	Германская ветвь<br>Индоевропейская семья	N	r:^(ГЕРМАНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Северогерманская (скандинавская) группа	Германская ветвь<br>Индоевропейская семья	N	r:^(ГЕРМАНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Восточногерманская группа	Германская ветвь<br>Индоевропейская семья	N	r:^(ГЕРМАНСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Оскско-умбрская группа	Италийская ветвь<br>Индоевропейская семья	N	r:^(ИТАЛИЙСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Латино-фалискская группа	Италийская ветвь<br>Индоевропейская семья	N	r:^(ИТАЛИЙСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Хеттская группа	Анатолийская (хетто-лувийская) ветвь<br>Индоевропейская семья	N	r:^((АНАТОЛИЙСК(ИЕ|ИХ|АЯ|ОЙ)|ХЕТТОЛУВИЙСК(ИЕ|ИХ|АЯ|ОЙ))(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Прибалтийско-финская группа	Финно-угорская ветвь<br>Уральская семья	N	r:^(ФИННОУГОРСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])УРАЛЬСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Мордовская группа	Финно-угорская ветвь<br>Уральская семья	N	r:^(ФИННОУГОРСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])УРАЛЬСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Марийская группа	Финно-угорская ветвь<br>Уральская семья	N	r:^(ФИННОУГОРСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])УРАЛЬСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Пермская группа	Финно-угорская ветвь<br>Уральская семья	N	r:^(ФИННОУГОРСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])УРАЛЬСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Угорская группа	Финно-угорская ветвь<br>Уральская семья	N	r:^(ФИННОУГОРСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])УРАЛЬСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Саамская группа	Финно-угорская ветвь<br>Уральская семья	N	r:^(ФИННОУГОРСК(ИЕ|ИХ|АЯ|ОЙ)(ЯЗЫК(И|ОВ)|ВЕТВ[ЬИ]|ГРУПП[АЫ])УРАЛЬСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Индоиранская ветвь	Индоевропейская семья	N	r:^(ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Армянская ветвь	Индоевропейская семья	N	r:^(ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Греческая ветвь	Индоевропейская семья	N	r:^(ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Балтославянская ветвь	Индоевропейская семья	N	r:^(ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Германская ветвь	Индоевропейская семья	N	r:^(ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Италийская ветвь	Индоевропейская семья	N	r:^(ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Кельтская ветвь	Индоевропейская семья	N	r:^(ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Тохарская ветвь	Индоевропейская семья	N	r:^(ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Анатолийская (хетто-лувийская) ветвь	Индоевропейская семья	N	r:^(ИНДОЕВРОПЕЙСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Лезгинская ветвь	Нахско-дагестанская семья	N	r:^(НАХСКОДАГЕСТАНСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Нахская ветвь	Нахско-дагестанская семья	N	r:^(НАХСКОДАГЕСТАНСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Даргинская ветвь	Нахско-дагестанская семья	N	r:^(НАХСКОДАГЕСТАНСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Аваро-андийская ветвь	Нахско-дагестанская семья	N	r:^(НАХСКОДАГЕСТАНСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Цезская ветвь	Нахско-дагестанская семья	N	r:^(НАХСКОДАГЕСТАНСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Финно-угорская ветвь	Уральская семья	N	r:^(УРАЛЬСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Самодийская ветвь	Уральская семья	N	r:^(УРАЛЬСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Чукотско-корякская ветвь	Чукотско-камчатская семья	N	r:^(ЧУКОТСКОКАМЧАТСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Эскимосская ветвь	Эскимосско-алеутская семья	N	r:^(ЭСКИМОССКОАЛЕУТСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Алеутская ветвь	Эскимосско-алеутская семья	N	r:^(ЭСКИМОССКОАЛЕУТСК(ИЕ|ИХ|АЯ|ОЙ)((ЯЗЫКОВ(АЯ|ОЙ))?СЕМЬ[ЯИ](ЯЗЫКОВ)?|ЯЗЫК(И|ОВ)))$
Относится ли индоевропейская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли нахско-дагестанская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли уральская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли тюркская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли монгольская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли тунгусо-маньчжурская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли японо-рюкюская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли корейская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли енисейская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли юкагирская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли чукотско-камчатская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли эскимосско-алеутская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли абхазо-адыгская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли картвельская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли сино-тибетская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли дравидийская семья к афразийской макросемье?	Нет	N	r:^(НЕАФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|НЕТ|БЕЗМАКРОСЕМЬИ|НЕОТНОСИТСЯ)
Относится ли кушитская семья к афразийской макросемье?	Да	N	r:^(АФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|ДА|ОТНОСИТСЯ)
Относится ли берберо-канарская семья к афразийской макросемье?	Да	N	r:^(АФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|ДА|ОТНОСИТСЯ)
Относится ли чадская семья к афразийской макросемье?	Да	N	r:^(АФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|ДА|ОТНОСИТСЯ)
Относится ли омотская семья к афразийской макросемье?	Да	N	r:^(АФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|ДА|ОТНОСИТСЯ)
Относится ли египетская семья к афразийской макросемье?	Да	N	r:^(АФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|ДА|ОТНОСИТСЯ)
Относится ли семитская семья к афразийской макросемье?	Да	N	r:^(АФРАЗИЙСКАЯ(МАКРОСЕМЬЯ)?|ДА|ОТНОСИТСЯ)
